comname,year,1,2,3,4,5,6,7,8,9,10,>10
pollock,1996,0.16972,0.44281818181818183,1.05175,1.6785217391304348,2.47425,3.408,5.101666666666667,5.95,NA,NA,NA
pollock,1997,0.15507500000000002,0.41972000000000004,0.83775,1.361047619047619,2.1791884057971016,3.975,4.6753846153846155,5.6000000000000005,7.8500000000000005,8.33,NA
pollock,1998,0.10166666666666667,0.4278,0.7808653846153847,1.6358181818181818,2.5416666666666665,3.3636363636363638,4.972777777777778,4.741428571428571,6.9175,NA,NA
pollock,1999,0.13386046511627908,0.3665333333333334,0.7683863636363637,1.4303409090909092,2.269,3.828095238095238,5.1450000000000005,6.725,NA,NA,NA
pollock,2000,0.1275921052631579,0.48910769230769235,0.7825161290322581,1.3669166666666668,2.1561538461538463,3.1015555555555556,5.0625,6.42,6.59,NA,NA
pollock,2001,0.0980357142857143,0.32105084745762713,0.835921568627451,1.745186046511628,2.39655,3.39912,4.959125,5.892333333333333,NA,9.485,9.07
pollock,2002,0.14858620689655172,0.43192592592592594,0.901,1.3336603773584905,2.451921052631579,4.350928571428572,5.459833333333333,5.945,NA,NA,NA
pollock,2003,0.16435714285714287,0.36592753623188407,0.7974736842105263,1.4954565217391305,2.2064545454545454,3.4086153846153846,5.367,6.33,NA,NA,7
pollock,2004,0.14983333333333335,0.30558536585365853,0.825309090909091,1.7062608695652175,2.2273589743589746,3.119823529411765,4.5138,5.078,NA,8.695,NA
pollock,2005,0.14966666666666667,0.3275192307692308,1.0018,1.5189032258064517,2.5548055555555558,3.2325512820512823,4.75784,6.231454545454546,6.68,7.09,NA
pollock,2006,0.11950000000000001,0.2883125,0.7552666666666668,1.1901428571428572,2.1425384615384617,2.9102285714285716,4.17142372881356,5.8664000000000005,8.24,6.84,NA
pollock,2007,0.17893103448275863,0.38764705882352946,0.700608695652174,1.6261538461538463,2.0323870967741935,2.999625,4.291952380952381,6.1776,6.094,NA,NA
pollock,2008,0.19927083333333334,0.5119523809523809,1.2169,1.572,2.06375,2.5031578947368422,3.185313725490196,4.135,5.164518518518519,6.602909090909091,9.65075
pollock,2009,0.19122727272727275,0.4325833333333333,0.5079166666666667,1.1416666666666668,1.988,2.5740000000000003,2.955,3.8721428571428573,4.595625,3.9350000000000005,5.551666666666667
pollock,2010,0.07061904761904762,0.29025,0.7812,1.5915789473684212,2.34875,2.4904545454545457,3.416923076923077,4.054166666666667,4.557222222222222,4.676666666666667,5.9375
pollock,2011,0.21778947368421053,0.4136071428571429,0.67828,1.1068235294117648,1.74515625,2.422575757575758,2.979230769230769,4.427692307692308,3.901,5.0040000000000004,4.8475
pollock,2012,0.1704677419354839,0.38438636363636364,0.9825,1.61375,2.1788636363636362,2.848461538461539,3.9146666666666667,4.166666666666667,4.578571428571428,4.658333333333333,4.983333333333333
pollock,2013,0.2310909090909091,0.41650000000000004,0.593325,1.1333333333333333,1.465,2.6495,2.6816666666666666,3.6055,3.56625,4.473333333333334,5.571
pollock,2014,0.19272727272727275,0.49592,0.8392777777777778,1.403392857142857,1.853888888888889,2.505,2.3335,3.2983333333333333,4.12,NA,7.1850000000000005
pollock,2015,0.14375000000000002,0.3998842105263158,0.7616304347826087,1.180408163265306,1.9933928571428572,2.6197826086956524,4.091875,4.186578947368421,4.136666666666667,5.381666666666667,6.118333333333333
pollock,2016,0.27,0.32555172413793104,0.5090785714285715,0.9712048192771084,1.4963076923076923,2.1902173913043477,3.108636363636364,4.175833333333333,3.7675,5.988333333333333,NA
pollock,2017,0.20566666666666666,0.30647368421052634,0.5542666666666667,0.988,1.7824,2.1505555555555556,2.9366666666666665,3.7408333333333332,3.6575,3.27,NA
pollock,2018,0.14650000000000002,0.4269375,0.6716923076923077,1.1311764705882352,1.4606000000000001,2.6340000000000003,2.530555555555556,3.2266666666666666,4.02,NA,NA
pollock,2019,0.254,0.278,0.6198461538461538,0.8772222222222222,1.9791176470588236,2.328139534883721,3.218,3.048529411764706,2.5650000000000004,NA,NA
scup,1992,0.08762857142857143,0.21994444444444447,0.455,NA,NA,NA,NA,NA,NA,NA,NA
scup,1993,0.0285,0.1330967741935484,0.3044,0.386,0.5780000000000001,NA,NA,NA,NA,NA,NA
scup,1994,0.058,0.15333333333333335,0.25575000000000003,0.36150000000000004,NA,NA,NA,NA,NA,NA,NA
scup,1995,0.058972222222222224,0.15373684210526317,0.2785,0.41925,NA,NA,NA,NA,NA,NA,NA
scup,1996,0.06230434782608696,0.18735714285714286,0.2736,0.3975,NA,NA,NA,NA,NA,NA,NA
